target,NBEATS,elm,lstm,MLP,rf,SVR,arima,LRF,LSVR,ds,TLSTM,KNN,TRANSFORMER
0.2173616644532979,0.1879107654094696,0.3334557914351344,0.5175837,0.5912210561895418,0.4539614460675816,0.2084404598709915,0.2061708720672864,0.3331397406004224,0.317609491414163,2020-12-31,0.3633495,0.6114750920555262,0.11247696
0.2696325807879592,0.2495214343070984,0.2818213830840543,0.49855202,0.5118881582962811,0.4539614460675816,0.1834847251423758,0.2173616644532979,0.341424017880698,0.301415540755657,2021-01-31,0.33072245,0.6108724687816899,0.06197703
0.0999999999999999,0.0478766895830631,0.2965150876773987,0.4833954,0.3931051360561752,0.4539614460675816,0.143008221611406,0.2696325807879592,0.3434024405696121,0.2524138728868182,2021-02-28,0.34895733,0.6109629253237594,0.04451689
0.2408764940239044,0.1862265169620513,0.229162726710731,0.4376564,0.4929016169250224,0.4539614460675816,0.0764260693591455,0.0999999999999999,0.3335762434565092,0.1850231069324515,2021-03-31,0.3193722,0.6029723806955951,-0.17239207
0.2232403718459495,0.2209147065877914,0.1558567148193665,0.44476223,0.3296896297400741,0.4539614460675816,-0.0101958857550258,0.2408764940239044,0.3288780151352264,0.1581723095587203,2021-04-30,0.33862454,0.6101026451885476,-0.06273543
0.2610624169986719,0.2377966195344925,0.3067052944956077,0.46924257,0.414305234393498,0.4539614460675816,0.1269160443196092,0.2232403718459495,0.3351649575116244,0.2633615056068642,2021-05-31,0.3534956,0.6110042257072094,-0.022963472
0.2767153607791058,0.2459660321474075,0.2635675716148415,0.47629875,0.4033312880737491,0.4539614460675816,0.1063100062307432,0.2610624169986719,0.3359750866024441,0.219408076046317,2021-06-30,0.36338905,0.610978131853506,0.0007534027
0.327144754316069,0.3134779632091522,0.2835718934006814,0.49414772,0.3944086208446061,0.4539614460675816,0.0852092432365391,0.2767153607791058,0.3339129588172883,0.2173806352634142,2021-07-31,0.36674815,0.6110037666089824,0.038922623
0.3202036299247455,0.2996339499950409,0.3514689172328078,0.51978034,0.5063769231487619,0.4539614460675816,0.1709635109142678,0.327144754316069,0.3337599235509463,0.3050301802000336,2021-08-31,0.37618652,0.6114201493401807,0.12461588
0.3443559096945551,0.34938645362854,0.254394049541516,0.5277536,0.4726434195842517,0.4539614460675816,0.13381070643768,0.3202036299247455,0.3255909646774456,0.2580929949639938,2021-09-30,0.367989,0.6113163635153938,0.12318204
0.4159628154050465,0.4075013995170592,0.3652207782904197,0.5264017,0.4681985027013667,0.4539614460675816,0.1795946445933182,0.3443559096945551,0.339792537010315,0.3027045545246682,2021-10-31,0.34844568,0.6114559726736828,0.124681994
0.3025675077467906,0.2792890667915344,0.2940871994590368,0.52082074,0.4330910286706587,0.4539614460675816,0.130271559563342,0.4159628154050465,0.3341568114517917,0.2695819077837834,2021-11-30,0.3767928,0.6386204241324529,0.14272957
0.295626383355467,0.2683193981647491,0.2362499372574154,0.4969204,0.4113010447830964,0.4547377187546113,0.0911874453750737,0.3025675077467906,0.3383243708060177,0.2178183861190846,2021-12-31,0.36108997,0.6356894247743293,0.04486409
0.2335812306330235,0.1872419714927673,0.2870731102782924,0.47091997,0.400718073537729,0.4539614460675816,0.1226346270494339,0.295626383355467,0.3347212288061161,0.2299802331221986,2022-01-31,0.3576223,0.5625774180750672,0.0102678165
0.2254360336432049,0.2063594609498977,0.1921946835929298,0.42996573,0.3648111931709973,0.4539614460675816,0.0336838822319075,0.2335812306330235,0.3325161214625227,0.1610505791230171,2022-02-28,0.32351536,0.5351513866110874,-0.06421227
0.331252766710934,0.313687801361084,0.2304513007510349,0.42792785,0.4003093036542518,0.4539614460675816,0.1052408242493557,0.2254360336432049,0.3350819008270272,0.2027290693297295,2022-03-31,0.30504325,0.5712734563384926,-0.033895306
0.347543160690571,0.379565179347992,0.2638344767515728,0.44673914,0.3510278749510057,0.4539614460675816,0.1242573291980183,0.331252766710934,0.3341836154500167,0.2266113959867793,2022-04-30,0.32462537,0.6103460503848879,0.07963343
0.4181584772023019,0.4428716003894805,0.3332758560354876,0.4762975,0.4246858729790918,0.4539614460675816,0.1960029830006885,0.347543160690571,0.3301310955121316,0.2886592057713627,2022-05-31,0.33938378,0.6110572268210362,0.17048143
0.4435148295706065,0.4759842753410339,0.3505565140613995,0.51362145,0.4276443655389503,0.4539614460675816,0.2360256259243841,0.4181584772023019,0.3289997737589417,0.3128107675734036,2022-06-30,0.3672959,0.6113110480078718,0.28048527
0.4619300575475874,0.4965118765830993,0.4262501876034446,0.5419854,0.4784106212722689,0.4547377187546113,0.2906733255326387,0.4435148295706065,0.3580736285723467,0.3573376707012826,2022-07-31,0.40119758,0.6119873600315123,0.3477593
0.4768038955289951,0.4891375601291656,0.4168137258647248,0.5586471,0.5499428950597558,0.4547377187546113,0.3138885990350452,0.4619300575475874,0.3640666346629735,0.3749675056747031,2022-08-31,0.42131928,0.6560937404071867,0.3755142
0.4227622841965471,0.4324777126312256,0.377426975469419,0.56428677,0.52359874982618,0.4561884609709312,0.2945365561332683,0.4768038955289951,0.3628914713188481,0.3638179627937569,2022-09-30,0.43966278,0.6417458409860997,0.36415946
0.4270119521912351,0.415535569190979,0.3958402795993272,0.5387414,0.5359606712609717,0.4508676877674488,0.307833197248598,0.4227622841965471,0.3517167675549085,0.3738996814292136,2022-10-31,0.42845863,0.618084101106781,0.2923323
0.3901106684373616,0.3880124688148498,0.3173077278660183,0.49925995,0.4374101602264193,0.4547377187546113,0.2399887337441481,0.4270119521912351,0.350682943677738,0.3094230637069372,2022-11-30,0.3778364,0.5497451243693834,0.22663446
0.3868525896414343,0.3751889169216156,0.3240512669781414,0.46378344,0.4009828178854184,0.4542844208351779,0.2347876055370129,0.3901106684373616,0.3327124297806371,0.288062671906354,2022-12-31,0.3385261,0.5596964914741643,0.18265523
